entidad_federativa,CVE_MUN,municipio,sexo,EcAc_total,EcAc_ocupada,EcAc_desocupada,No_EcAc
30 Veracruz de Ignacio de la Llave,41,041 Coetzala,Mujeres,3,3,0,25
30 Veracruz de Ignacio de la Llave,41,041 Coetzala,Mujeres,0,0,0,27
30 Veracruz de Ignacio de la Llave,41,041 Coetzala,Mujeres,1,1,0,14
30 Veracruz de Ignacio de la Llave,41,041 Coetzala,Mujeres,0,0,0,5
30 Veracruz de Ignacio de la Llave,41,041 Coetzala,Mujeres,0,0,0,6
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,1809,1732,77,2544
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,32,29,3,369
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,164,156,8,458
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,187,180,7,218
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,158,153,5,154
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,152,146,6,140
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,194,183,11,173
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,178,172,6,147
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,147,143,4,137
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,143,136,7,133
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,140,133,7,116
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,100,98,2,112
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,84,81,3,88
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,69,66,3,109
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,37,33,4,85
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,16,15,1,45
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Total,8,8,0,60
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,1522,1448,74,595
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,32,29,3,171
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,140,133,7,180
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,151,146,5,41
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,123,118,5,11
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,123,117,6,5
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,161,150,11,11
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,148,142,6,13
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,120,116,4,11
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,113,106,7,10
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,123,116,7,15
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,85,83,2,11
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,78,75,3,19
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,67,64,3,18
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,34,30,4,31
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,16,15,1,17
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Hombres,8,8,0,31
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,287,284,3,1949
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,0,0,0,198
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,24,23,1,278
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,36,34,2,177
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,35,35,0,143
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,29,29,0,135
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,33,33,0,162
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,30,30,0,134
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,27,27,0,126
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,30,30,0,123
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,17,17,0,101
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,15,15,0,101
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,6,6,0,69
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,2,2,0,91
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,3,3,0,54
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,0,0,0,28
30 Veracruz de Ignacio de la Llave,42,042 Colipa,Mujeres,0,0,0,29
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,6604,6413,191,7689
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,148,141,7,1184
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,913,874,39,1299
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,977,950,27,818
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,711,694,17,671
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,605,582,23,633
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,671,655,16,562
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,605,596,9,510
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,484,467,17,440
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,378,364,14,345
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,337,334,3,274
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,253,246,7,221
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,196,193,3,201
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,168,163,5,174
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,87,85,2,140
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,43,42,1,93
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Total,28,27,1,124
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,5942,5755,187,1315
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,135,128,7,546
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,764,725,39,372
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,809,784,25,69
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,631,615,16,30
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,548,525,23,31
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,605,589,16,22
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,576,567,9,28
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,457,440,17,26
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,352,338,14,14
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,324,321,3,24
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,242,235,7,15
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,182,179,3,24
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,161,157,4,34
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,86,84,2,24
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,42,41,1,18
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Hombres,28,27,1,38
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,662,658,4,6374
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,13,13,0,638
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,149,149,0,927
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,168,166,2,749
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,80,79,1,641
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,57,57,0,602
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,66,66,0,540
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,29,29,0,482
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,27,27,0,414
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,26,26,0,331
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,13,13,0,250
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,11,11,0,206
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,14,14,0,177
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,7,6,1,140
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,1,1,0,116
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,1,1,0,75
30 Veracruz de Ignacio de la Llave,43,043 Comapa,Mujeres,0,0,0,86
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,85004,81577,3427,68124
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,384,327,57,9761
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,4964,4446,518,13192
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,10474,9785,689,7112
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,11406,10897,509,4199
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,10859,10536,323,3790
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,11232,10944,288,3843
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,9825,9597,228,3420
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,8110,7919,191,3105
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,6680,6493,187,3191
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,4757,4575,182,2986
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,2766,2672,94,3319
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,1609,1543,66,2803
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,971,921,50,2692
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,535,507,28,1985
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,273,266,7,1445
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Total,159,149,10,1281
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,52250,49757,2493,17695
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,312,267,45,4859
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,3467,3082,385,5592
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,6336,5900,436,1941
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,6698,6381,317,360
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,6381,6166,215,133
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,6630,6412,218,141
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,5723,5553,170,155
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,4977,4824,153,153
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,4152,3991,161,274
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,3159,2998,161,380
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,1895,1805,90,764
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,1110,1050,60,744
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,686,641,45,767
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,399,377,22,619
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,210,204,6,441
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Hombres,115,106,9,372
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,32754,31820,934,50429
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,72,60,12,4902
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,1497,1364,133,7600
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,4138,3885,253,5171
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,4708,4516,192,3839
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,4478,4370,108,3657
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,4602,4532,70,3702
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,4102,4044,58,3265
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,3133,3095,38,2952
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,2528,2502,26,2917
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,1598,1577,21,2606
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,871,867,4,2555
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,499,493,6,2059
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,285,280,5,1925
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,136,130,6,1366
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,63,62,1,1004
30 Veracruz de Ignacio de la Llave,44,044 Córdoba,Mujeres,44,43,1,909
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,23254,21960,1294,22323
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,205,187,18,2760
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,1421,1289,132,3607
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,2628,2418,210,1902
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,2747,2579,168,1355
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,2721,2601,120,1293
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,2992,2840,152,1283
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,2794,2674,120,1230
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,2438,2333,105,1160
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,1888,1802,86,1301
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,1421,1358,63,1198
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,831,788,43,1297
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,508,475,33,1102
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,366,350,16,1088
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,176,155,21,766
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,81,77,4,513
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Total,37,34,3,468
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,15736,14663,1073,5863
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,160,144,16,1343
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,1079,970,109,1511
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,1788,1653,135,412
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,1782,1646,136,115
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,1770,1673,97,74
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,1873,1747,126,72
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,1801,1699,102,76
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,1618,1520,98,66
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,1292,1213,79,147
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,1056,995,61,164
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,632,591,41,399
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,371,341,30,363
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,276,260,16,370
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,143,122,21,318
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,65,62,3,226
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Hombres,30,27,3,207
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,7518,7297,221,16460
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,45,43,2,1417
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,342,319,23,2096
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,840,765,75,1490
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,965,933,32,1240
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,951,928,23,1219
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,1119,1093,26,1211
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,993,975,18,1154
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,820,813,7,1094
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,596,589,7,1154
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,365,363,2,1034
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,199,197,2,898
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,137,134,3,739
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,90,90,0,718
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,33,33,0,448
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,16,15,1,287
30 Veracruz de Ignacio de la Llave,45,045 Cosamaloapan de Carpio,Mujeres,7,7,0,261
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,5626,5486,140,6106
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,53,51,2,900
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,556,534,22,930
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,819,789,30,600
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,676,656,20,557
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,718,704,14,538
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,580,564,16,430
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,505,498,7,403
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,440,431,9,309
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,354,347,7,272
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,318,314,4,267
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,216,212,4,225
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,177,174,3,145
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,98,98,0,198
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,69,68,1,139
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,30,29,1,103
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Total,17,17,0,90
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,4695,4565,130,1047
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,46,44,2,411
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,465,446,19,273
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,651,624,27,77
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,551,533,18,17
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,600,586,14,25
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,481,465,16,17
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,409,402,7,16
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,367,358,9,16
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,303,297,6,12
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,279,276,3,22
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,197,193,4,25
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,152,149,3,15
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,90,90,0,35
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,61,60,1,29
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,26,25,1,36
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Hombres,17,17,0,21
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,931,921,10,5059
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,7,7,0,489
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,91,88,3,657
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,168,165,3,523
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,125,123,2,540
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,118,118,0,513
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,99,99,0,413
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,96,96,0,387
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,73,73,0,293
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,51,50,1,260
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,39,38,1,245
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,19,19,0,200
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,25,25,0,130
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,8,8,0,163
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,8,8,0,110
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,4,4,0,67
30 Veracruz de Ignacio de la Llave,46,046 Cosautlán de Carvajal,Mujeres,0,0,0,69
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,17618,17005,613,17983
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,500,487,13,3203
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,2383,2291,92,3500
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,2387,2286,101,2105
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,2248,2173,75,1543
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,1996,1916,80,1404
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,1801,1746,55,1178
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,1533,1477,56,899
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,1289,1238,51,779
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,984,964,20,678
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,813,788,25,652
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,609,593,16,511
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,443,431,12,466
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,328,320,8,408
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,174,170,4,267
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,79,75,4,166
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Total,51,50,1,224
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,13810,13257,553,3214
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,463,450,13,1390
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,2002,1925,77,876
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,1855,1768,87,234
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,1689,1624,65,71
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,1514,1444,70,48
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,1344,1290,54,34
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,1165,1113,52,40
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,970,925,45,34
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,753,733,20,41
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,648,623,25,67
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,501,485,16,54
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,374,362,12,52
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,270,262,8,84
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,146,142,4,72
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,67,63,4,44
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Hombres,49,48,1,73
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,3808,3748,60,14769
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,37,37,0,1813
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,381,366,15,2624
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,532,518,14,1871
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,559,549,10,1472
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,482,472,10,1356
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,457,456,1,1144
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,368,364,4,859
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,319,313,6,745
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,231,231,0,637
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,165,165,0,585
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,108,108,0,457
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,69,69,0,414
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,58,58,0,324
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,28,28,0,195
30 Veracruz de Ignacio de la Llave,47,047 Coscomatepec,Mujeres,12,12,0,122
