nombre_entidad,CVE_ENT,nombre_municipio,CVE_MUN,sexo,grupo_edad,poblacion_total,total_limitacion,caminar_moverse,ver,escuchar,hablar,atender_cuidadop,poner_atencion,mental,sin_limitacion,no_especifica
09 Distrito Federal,09,013 Xochimilco,013,Total,65-69 años,8778,1267,860,327,147,47,46,16,28,7431,80
09 Distrito Federal,09,013 Xochimilco,013,Total,70-74 años,6407,1228,863,314,157,42,53,23,35,5137,42
09 Distrito Federal,09,013 Xochimilco,013,Total,75-79 años,4238,1070,766,266,179,50,70,20,31,3122,46
09 Distrito Federal,09,013 Xochimilco,013,Total,80-84 años,2749,868,619,217,188,46,67,28,36,1852,29
09 Distrito Federal,09,013 Xochimilco,013,Total,85 años y más,2426,978,759,239,229,55,145,46,44,1417,31
09 Distrito Federal,09,013 Xochimilco,013,Total,No especificado,5081,6,2,2,1,0,0,0,1,159,4916
09 Distrito Federal,09,013 Xochimilco,013,Hombres,Total,205305,7892,3642,2256,915,769,354,441,1005,186345,11068
09 Distrito Federal,09,013 Xochimilco,013,Hombres,00-04 años,16460,173,62,16,11,63,14,13,43,16073,214
09 Distrito Federal,09,013 Xochimilco,013,Hombres,05-09 años,17558,396,76,51,23,135,24,78,87,17038,124
09 Distrito Federal,09,013 Xochimilco,013,Hombres,10-14 años,17424,418,87,90,39,86,21,84,105,16891,115
09 Distrito Federal,09,013 Xochimilco,013,Hombres,15-19 años,18962,418,93,124,23,64,19,54,99,18333,211
09 Distrito Federal,09,013 Xochimilco,013,Hombres,20-24 años,19574,404,101,132,30,50,16,34,109,17986,1184
09 Distrito Federal,09,013 Xochimilco,013,Hombres,25-29 años,17997,358,94,123,24,41,20,23,97,15907,1732
09 Distrito Federal,09,013 Xochimilco,013,Hombres,30-34 años,17097,344,102,96,33,45,12,24,91,15067,1686
09 Distrito Federal,09,013 Xochimilco,013,Hombres,35-39 años,16398,407,159,117,35,34,17,20,76,14665,1326
09 Distrito Federal,09,013 Xochimilco,013,Hombres,40-44 años,14336,468,210,146,41,25,12,12,62,13019,849
09 Distrito Federal,09,013 Xochimilco,013,Hombres,45-49 años,12053,542,252,196,44,37,12,17,51,10973,538
09 Distrito Federal,09,013 Xochimilco,013,Hombres,50-54 años,10491,623,298,227,60,29,15,12,54,9610,258
09 Distrito Federal,09,013 Xochimilco,013,Hombres,55-59 años,7785,595,317,214,62,31,21,14,37,7040,150
09 Distrito Federal,09,013 Xochimilco,013,Hombres,60-64 años,5952,584,358,177,76,23,17,9,25,5261,107
09 Distrito Federal,09,013 Xochimilco,013,Hombres,65-69 años,4127,585,363,158,83,22,26,9,18,3484,58
09 Distrito Federal,09,013 Xochimilco,013,Hombres,70-74 años,2834,499,320,136,80,21,21,7,16,2315,20
09 Distrito Federal,09,013 Xochimilco,013,Hombres,75-79 años,1834,440,306,106,91,26,28,10,11,1367,27
09 Distrito Federal,09,013 Xochimilco,013,Hombres,80-84 años,1024,300,199,83,74,18,22,7,7,718,6
09 Distrito Federal,09,013 Xochimilco,013,Hombres,85 años y más,860,334,243,63,86,19,37,14,16,520,6
09 Distrito Federal,09,013 Xochimilco,013,Hombres,No especificado,2539,4,2,1,0,0,0,0,1,78,2457
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,Total,209702,8776,4959,2639,940,596,424,348,716,197172,3754
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,00-04 años,15579,164,80,17,10,32,10,8,32,15224,191
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,05-09 años,17013,270,64,64,19,77,13,48,47,16592,151
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,10-14 años,16891,321,68,111,29,52,14,41,61,16462,108
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,15-19 años,18107,333,75,120,24,48,9,38,67,17671,103
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,20-24 años,18666,337,75,127,35,56,20,32,78,18223,106
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,25-29 años,17352,306,86,114,33,35,9,16,53,16952,94
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,30-34 años,16987,292,99,99,21,30,11,12,61,16603,92
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,35-39 años,17001,353,140,107,33,16,14,14,59,16575,73
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,40-44 años,15329,447,244,140,28,24,11,7,35,14812,70
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,45-49 años,13129,480,231,177,41,20,16,13,36,12581,68
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,50-54 años,11650,748,394,287,53,27,17,11,34,10855,47
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,55-59 años,8691,708,454,232,52,21,23,11,27,7937,46
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,60-64 años,6846,762,513,226,75,24,10,11,20,6049,35
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,65-69 años,4651,682,497,169,64,25,20,7,10,3947,22
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,70-74 años,3573,729,543,178,77,21,32,16,19,2822,22
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,75-79 años,2404,630,460,160,88,24,42,10,20,1755,19
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,80-84 años,1725,568,420,134,114,28,45,21,29,1134,23
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,85 años y más,1566,644,516,176,143,36,108,32,28,897,25
09 Distrito Federal,09,013 Xochimilco,013,Mujeres,No especificado,2542,2,0,1,1,0,0,0,0,81,2459
