nombre_entidad,CVE_ENT,nombre_municipio,CVE_MUN,sexo,grupo_edad,poblacion_total,total_limitacion,caminar_moverse,ver,escuchar,hablar,atender_cuidadop,poner_atencion,mental,sin_limitacion,no_especifica
09 Distrito Federal,09,006 Iztacalco,006,Hombres,45-49 años,11639,601,234,242,43,42,20,13,80,10878,160
09 Distrito Federal,09,006 Iztacalco,006,Hombres,50-54 años,10612,710,285,315,66,26,17,6,75,9755,147
09 Distrito Federal,09,006 Iztacalco,006,Hombres,55-59 años,8149,678,350,273,57,32,19,8,33,7347,124
09 Distrito Federal,09,006 Iztacalco,006,Hombres,60-64 años,6229,749,403,294,82,40,29,9,28,5370,110
09 Distrito Federal,09,006 Iztacalco,006,Hombres,65-69 años,4769,714,408,267,106,25,28,11,23,3992,63
09 Distrito Federal,09,006 Iztacalco,006,Hombres,70-74 años,3882,730,460,252,129,23,27,18,16,3084,68
09 Distrito Federal,09,006 Iztacalco,006,Hombres,75-79 años,2866,672,439,177,143,35,36,14,21,2152,42
09 Distrito Federal,09,006 Iztacalco,006,Hombres,80-84 años,1842,568,387,122,142,40,44,18,23,1259,15
09 Distrito Federal,09,006 Iztacalco,006,Hombres,85 años y más,1406,553,379,144,203,33,50,18,23,840,13
09 Distrito Federal,09,006 Iztacalco,006,Hombres,No especificado,4267,4,1,1,1,1,0,0,0,64,4199
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,Total,201792,11334,6389,4059,1217,555,563,374,860,184615,5843
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,00-04 años,12143,98,43,6,8,34,22,8,20,11843,202
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,05-09 años,13170,222,40,85,16,34,7,29,42,12820,128
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,10-14 años,13991,285,51,131,19,41,15,34,56,13578,128
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,15-19 años,15412,315,58,149,21,36,9,32,82,14943,154
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,20-24 años,15704,320,62,175,10,24,10,21,67,15260,124
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,25-29 años,15194,308,81,149,13,25,9,14,64,14782,104
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,30-34 años,15154,349,97,152,19,32,16,17,68,14685,120
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,35-39 años,16546,391,119,171,22,27,14,9,67,16034,121
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,40-44 años,15026,518,209,190,40,32,18,19,78,14382,126
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,45-49 años,13648,639,269,271,53,18,18,15,66,12928,81
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,50-54 años,12586,840,396,363,59,21,24,6,56,11663,83
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,55-59 años,9705,874,481,340,70,25,23,12,36,8767,64
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,60-64 años,8190,980,642,348,81,30,26,11,11,7152,58
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,65-69 años,6220,1015,680,345,106,27,38,14,21,5158,47
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,70-74 años,5498,1110,807,341,127,35,49,28,21,4347,41
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,75-79 años,4118,1068,799,311,157,25,55,28,30,3024,26
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,80-84 años,2960,1007,765,258,157,33,69,23,32,1930,23
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,85 años y más,2252,995,790,274,239,56,141,54,43,1240,17
09 Distrito Federal,09,006 Iztacalco,006,Mujeres,No especificado,4275,0,0,0,0,0,0,0,0,79,4196
09 Distrito Federal,09,007 Iztapalapa,007,Total,Total,1815786,83949,43407,25209,9291,6405,3934,3883,9203,1702600,29237
09 Distrito Federal,09,007 Iztapalapa,007,Total,00-04 años,145828,1405,596,119,129,411,114,108,326,143107,1316
09 Distrito Federal,09,007 Iztapalapa,007,Total,05-09 años,153575,3418,755,687,241,1082,206,560,679,149246,911
09 Distrito Federal,09,007 Iztapalapa,007,Total,10-14 años,152126,3853,844,1178,289,625,189,653,853,147450,823
09 Distrito Federal,09,007 Iztapalapa,007,Total,15-19 años,161587,3607,889,1130,334,521,152,403,905,157256,724
09 Distrito Federal,09,007 Iztapalapa,007,Total,20-24 años,163876,3346,854,1116,271,419,154,280,872,159804,726
09 Distrito Federal,09,007 Iztapalapa,007,Total,25-29 años,153874,3211,995,1089,243,325,142,190,776,150040,623
09 Distrito Federal,09,007 Iztapalapa,007,Total,30-34 años,146108,3531,1261,1056,268,354,149,178,772,142039,538
09 Distrito Federal,09,007 Iztapalapa,007,Total,35-39 años,146935,4238,1746,1258,347,313,161,180,805,142161,536
09 Distrito Federal,09,007 Iztapalapa,007,Total,40-44 años,124950,4594,2139,1352,427,313,154,152,652,119896,460
09 Distrito Federal,09,007 Iztapalapa,007,Total,45-49 años,109220,5431,2594,1929,446,293,172,125,547,103400,389
09 Distrito Federal,09,007 Iztapalapa,007,Total,50-54 años,96692,6584,3541,2294,558,264,211,132,451,89758,350
09 Distrito Federal,09,007 Iztapalapa,007,Total,55-59 años,73911,6954,4096,2303,658,225,222,104,347,66682,275
09 Distrito Federal,09,007 Iztapalapa,007,Total,60-64 años,56966,7452,4745,2356,716,224,229,115,274,49312,202
09 Distrito Federal,09,007 Iztapalapa,007,Total,65-69 años,39849,6811,4477,2078,753,230,259,108,199,32860,178
09 Distrito Federal,09,007 Iztapalapa,007,Total,70-74 años,28647,6133,4286,1680,851,194,270,120,176,22393,121
09 Distrito Federal,09,007 Iztapalapa,007,Total,75-79 años,18660,5105,3594,1339,860,185,278,127,202,13468,87
09 Distrito Federal,09,007 Iztapalapa,007,Total,80-84 años,11885,4061,2916,1092,856,172,306,121,145,7770,54
09 Distrito Federal,09,007 Iztapalapa,007,Total,85 años y más,9724,4179,3062,1145,1041,253,564,227,210,5499,46
09 Distrito Federal,09,007 Iztapalapa,007,Total,No especificado,21373,36,17,8,3,2,2,0,12,459,20878
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,Total,880998,39918,18682,11856,4826,3706,1753,2077,5010,826654,14426
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,00-04 años,74292,801,305,60,78,278,61,74,177,72806,685
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,05-09 años,77993,1988,374,347,147,683,115,360,430,75550,455
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,10-14 años,77032,2167,458,606,154,387,108,406,481,74433,432
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,15-19 años,81354,2031,514,555,197,325,82,238,537,78970,353
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,20-24 años,81671,1852,503,545,139,228,82,161,517,79471,348
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,25-29 años,75815,1823,585,558,148,201,79,106,455,73694,298
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,30-34 años,70598,1925,708,546,138,213,76,93,430,68443,230
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,35-39 años,70122,2278,922,668,186,180,79,84,461,67599,245
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,40-44 años,59150,2337,1079,682,219,180,78,80,356,56604,209
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,45-49 años,50755,2669,1231,968,241,146,79,56,283,47914,172
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,50-54 años,44523,3015,1489,1127,286,159,103,58,223,41346,162
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,55-59 años,34180,3161,1721,1089,355,122,109,50,171,30890,129
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,60-64 años,26167,3356,2007,1087,400,127,108,51,139,22723,88
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,65-69 años,18199,2968,1815,953,417,129,115,43,99,15158,73
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,70-74 años,12467,2564,1661,715,436,109,118,48,77,9859,44
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,75-79 años,7800,2030,1327,548,442,90,106,53,73,5738,32
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,80-84 años,4644,1497,982,398,411,61,106,44,43,3132,15
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,85 años y más,3537,1438,992,399,429,87,148,72,54,2083,16
09 Distrito Federal,09,007 Iztapalapa,007,Hombres,No especificado,10699,18,9,5,3,1,1,0,4,241,10440
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,Total,934788,44031,24725,13353,4465,2699,2181,1806,4193,875946,14811
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,00-04 años,71536,604,291,59,51,133,53,34,149,70301,631
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,05-09 años,75582,1430,381,340,94,399,91,200,249,73696,456
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,10-14 años,75094,1686,386,572,135,238,81,247,372,73017,391
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,15-19 años,80233,1576,375,575,137,196,70,165,368,78286,371
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,20-24 años,82205,1494,351,571,132,191,72,119,355,80333,378
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,25-29 años,78059,1388,410,531,95,124,63,84,321,76346,325
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,30-34 años,75510,1606,553,510,130,141,73,85,342,73596,308
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,35-39 años,76813,1960,824,590,161,133,82,96,344,74562,291
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,40-44 años,65800,2257,1060,670,208,133,76,72,296,63292,251
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,45-49 años,58465,2762,1363,961,205,147,93,69,264,55486,217
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,50-54 años,52169,3569,2052,1167,272,105,108,74,228,48412,188
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,55-59 años,39731,3793,2375,1214,303,103,113,54,176,35792,146
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,60-64 años,30799,4096,2738,1269,316,97,121,64,135,26589,114
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,65-69 años,21650,3843,2662,1125,336,101,144,65,100,17702,105
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,70-74 años,16180,3569,2625,965,415,85,152,72,99,12534,77
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,75-79 años,10860,3075,2267,791,418,95,172,74,129,7730,55
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,80-84 años,7241,2564,1934,694,445,111,200,77,102,4638,39
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,85 años y más,6187,2741,2070,746,612,166,416,155,156,3416,30
09 Distrito Federal,09,007 Iztapalapa,007,Mujeres,No especificado,10674,18,8,3,0,1,1,0,8,218,10438
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,Total,239086,8721,4718,2268,1148,735,573,517,1052,226636,3729
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,00-04 años,18333,157,56,12,12,43,16,12,44,17990,186
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,05-09 años,19737,346,96,55,26,110,27,70,89,19242,149
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,10-14 años,19731,377,98,83,21,70,25,80,111,19197,157
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,15-19 años,20830,303,71,78,22,50,15,43,90,20362,165
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,20-24 años,20551,311,76,82,32,38,13,26,95,20078,162
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,25-29 años,18943,279,71,77,27,40,14,26,83,18510,154
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,30-34 años,18894,344,123,94,24,43,18,35,82,18410,140
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,35-39 años,20457,370,141,105,23,44,15,19,70,19908,179
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,40-44 años,17679,453,197,123,56,49,25,16,72,17042,184
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,45-49 años,14797,544,267,154,59,32,22,21,62,14101,152
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,50-54 años,13022,573,335,158,57,23,20,11,50,12347,102
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,55-59 años,10122,646,388,190,61,17,27,17,43,9382,94
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,60-64 años,7859,696,456,201,70,28,27,14,23,7090,73
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,65-69 años,5670,746,508,193,96,21,38,14,25,4856,68
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,70-74 años,4145,677,459,176,112,23,37,12,23,3423,45
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,75-79 años,3009,690,489,167,127,28,58,22,24,2299,20
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,80-84 años,2005,570,420,155,121,30,63,30,23,1426,9
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,85 años y más,1592,638,467,165,202,46,112,49,43,939,15
09 Distrito Federal,09,008 La Magdalena Contreras,008,Total,No especificado,1710,1,0,0,0,0,1,0,0,34,1675
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,Total,114492,3979,1922,1008,530,400,214,261,559,108747,1766
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,00-04 años,9232,86,30,7,8,27,7,8,21,9053,93
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,05-09 años,10071,205,41,24,10,74,8,42,46,9788,78
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,10-14 años,10015,219,55,41,10,43,20,57,73,9713,83
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,15-19 años,10438,180,41,46,12,35,9,24,56,10179,79
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,20-24 años,10071,184,47,47,20,22,5,18,54,9814,73
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,25-29 años,9114,155,39,36,14,21,6,12,46,8882,77
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,30-34 años,8929,197,76,57,8,24,7,16,42,8670,62
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,35-39 años,9594,194,74,54,11,23,8,9,39,9329,71
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,40-44 años,8305,236,97,71,25,23,17,7,39,7986,83
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,45-49 años,6926,268,130,72,28,15,7,7,38,6589,69
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,50-54 años,5932,247,142,62,18,10,8,4,29,5647,38
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,55-59 años,4604,284,163,92,32,7,11,9,18,4282,38
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,60-64 años,3642,314,188,91,43,19,12,6,16,3299,29
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,65-69 años,2476,325,209,84,57,8,15,8,10,2127,24
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,70-74 años,1806,268,167,67,56,16,12,7,11,1518,20
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,75-79 años,1226,246,159,58,59,9,17,8,9,974,6
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,80-84 años,735,190,137,46,46,10,19,7,5,542,3
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,85 años y más,527,181,127,53,73,14,26,12,7,341,5
09 Distrito Federal,09,008 La Magdalena Contreras,008,Hombres,No especificado,849,0,0,0,0,0,0,0,0,14,835
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,Total,124594,4742,2796,1260,618,335,359,256,493,117889,1963
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,00-04 años,9101,71,26,5,4,16,9,4,23,8937,93
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,05-09 años,9666,141,55,31,16,36,19,28,43,9454,71
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,10-14 años,9716,158,43,42,11,27,5,23,38,9484,74
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,15-19 años,10392,123,30,32,10,15,6,19,34,10183,86
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,20-24 años,10480,127,29,35,12,16,8,8,41,10264,89
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,25-29 años,9829,124,32,41,13,19,8,14,37,9628,77
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,30-34 años,9965,147,47,37,16,19,11,19,40,9740,78
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,35-39 años,10863,176,67,51,12,21,7,10,31,10579,108
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,40-44 años,9374,217,100,52,31,26,8,9,33,9056,101
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,45-49 años,7871,276,137,82,31,17,15,14,24,7512,83
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,50-54 años,7090,326,193,96,39,13,12,7,21,6700,64
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,55-59 años,5518,362,225,98,29,10,16,8,25,5100,56
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,60-64 años,4217,382,268,110,27,9,15,8,7,3791,44
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,65-69 años,3194,421,299,109,39,13,23,6,15,2729,44
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,70-74 años,2339,409,292,109,56,7,25,5,12,1905,25
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,75-79 años,1783,444,330,109,68,19,41,14,15,1325,14
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,80-84 años,1270,380,283,109,75,20,44,23,18,884,6
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,85 años y más,1065,457,340,112,129,32,86,37,36,598,10
09 Distrito Federal,09,008 La Magdalena Contreras,008,Mujeres,No especificado,861,1,0,0,0,0,1,0,0,20,840
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,Total,372889,14222,8610,3603,1962,1031,1023,688,1500,332397,26270
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,00-04 años,21489,119,43,5,8,37,8,11,37,20956,414
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,05-09 años,21594,313,67,59,25,93,32,61,81,21059,222
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,10-14 años,21491,331,71,96,23,61,27,66,102,20974,186
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,15-19 años,24404,335,81,79,33,53,21,40,124,23840,229
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,20-24 años,27925,333,83,95,27,47,22,39,106,27340,252
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,25-29 años,30332,343,117,95,26,36,19,25,100,29723,266
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,30-34 años,31743,430,135,129,35,55,22,31,121,31049,264
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,35-39 años,31691,502,187,160,37,41,28,31,106,30910,279
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,40-44 años,26594,568,255,156,42,52,28,25,107,25772,254
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,45-49 años,23398,687,336,212,49,39,32,23,114,22516,195
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,50-54 años,21460,913,524,251,88,56,40,15,81,20385,162
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,55-59 años,17027,988,614,275,77,51,39,24,71,15935,104
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,60-64 años,14482,1164,757,311,121,46,49,23,59,13228,90
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,65-69 años,10968,1133,773,281,167,46,49,26,48,9755,80
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,70-74 años,9015,1292,943,305,193,53,78,37,38,7666,57
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,75-79 años,6635,1394,1020,324,238,66,95,37,55,5189,52
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,80-84 años,4916,1488,1137,315,289,66,128,52,60,3396,32
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,85 años y más,4523,1882,1464,453,484,132,304,122,87,2596,45
09 Distrito Federal,09,016 Miguel Hidalgo,016,Total,No especificado,23202,7,3,2,0,1,2,0,3,108,23087
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,Total,172667,5776,3068,1512,846,487,361,310,774,153919,12972
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,00-04 años,10863,61,19,1,3,17,5,5,24,10579,223
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,05-09 años,11039,178,33,29,13,62,18,45,45,10747,114
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,10-14 años,10800,188,37,55,16,38,17,36,63,10515,97
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,15-19 años,11759,189,49,40,24,34,15,24,75,11467,103
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,20-24 años,13046,175,51,51,14,21,10,20,52,12767,104
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,25-29 años,13912,184,72,41,11,18,10,13,60,13634,94
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,30-34 años,14666,217,76,57,17,28,12,21,60,14336,113
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,35-39 años,14896,270,97,85,19,16,14,18,65,14500,126
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,40-44 años,12349,282,109,83,16,31,14,12,69,11937,130
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,45-49 años,10533,342,163,96,23,24,16,14,70,10096,95
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,50-54 años,9541,397,217,116,39,26,16,7,37,9070,74
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,55-59 años,7584,454,264,134,38,26,20,10,41,7087,43
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,60-64 años,6142,440,256,128,57,25,17,9,26,5662,40
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,65-69 años,4555,450,280,128,82,18,14,9,21,4078,27
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,70-74 años,3575,441,281,112,84,22,29,9,11,3117,17
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,75-79 años,2548,468,317,118,106,25,27,13,19,2063,17
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,80-84 años,1805,490,359,106,127,23,34,13,19,1308,7
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,85 años y más,1461,549,387,132,157,33,73,32,17,901,11
09 Distrito Federal,09,016 Miguel Hidalgo,016,Hombres,No especificado,11593,1,1,0,0,0,0,0,0,55,11537
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,Total,200222,8446,5542,2091,1116,544,662,378,726,178478,13298
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,00-04 años,10626,58,24,4,5,20,3,6,13,10377,191
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,05-09 años,10555,135,34,30,12,31,14,16,36,10312,108
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,10-14 años,10691,143,34,41,7,23,10,30,39,10459,89
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,15-19 años,12645,146,32,39,9,19,6,16,49,12373,126
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,20-24 años,14879,158,32,44,13,26,12,19,54,14573,148
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,25-29 años,16420,159,45,54,15,18,9,12,40,16089,172
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,30-34 años,17077,213,59,72,18,27,10,10,61,16713,151
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,35-39 años,16795,232,90,75,18,25,14,13,41,16410,153
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,40-44 años,14245,286,146,73,26,21,14,13,38,13835,124
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,45-49 años,12865,345,173,116,26,15,16,9,44,12420,100
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,50-54 años,11919,516,307,135,49,30,24,8,44,11315,88
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,55-59 años,9443,534,350,141,39,25,19,14,30,8848,61
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,60-64 años,8340,724,501,183,64,21,32,14,33,7566,50
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,65-69 años,6413,683,493,153,85,28,35,17,27,5677,53
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,70-74 años,5440,851,662,193,109,31,49,28,27,4549,40
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,75-79 años,4087,926,703,206,132,41,68,24,36,3126,35
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,80-84 años,3111,998,778,209,162,43,94,39,41,2088,25
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,85 años y más,3062,1333,1077,321,327,99,231,90,70,1695,34
09 Distrito Federal,09,016 Miguel Hidalgo,016,Mujeres,No especificado,11609,6,2,2,0,1,2,0,3,53,11550
09 Distrito Federal,09,009 Milpa Alta,009,Total,Total,130582,5830,2678,2027,749,464,205,232,523,123363,1389
09 Distrito Federal,09,009 Milpa Alta,009,Total,00-04 años,12055,110,40,12,4,26,4,8,24,11807,138
09 Distrito Federal,09,009 Milpa Alta,009,Total,05-09 años,12781,297,53,69,28,82,16,40,61,12404,80
09 Distrito Federal,09,009 Milpa Alta,009,Total,10-14 años,12409,330,72,128,26,53,8,29,62,11994,85
09 Distrito Federal,09,009 Milpa Alta,009,Total,15-19 años,13230,296,52,122,29,36,8,28,62,12874,60
09 Distrito Federal,09,009 Milpa Alta,009,Total,20-24 años,11787,283,62,121,18,29,11,15,53,11451,53
09 Distrito Federal,09,009 Milpa Alta,009,Total,25-29 años,10592,246,77,87,18,21,9,13,45,10312,34
09 Distrito Federal,09,009 Milpa Alta,009,Total,30-34 años,10285,274,84,121,18,17,9,9,41,9968,43
09 Distrito Federal,09,009 Milpa Alta,009,Total,35-39 años,10347,329,118,134,27,29,10,8,35,9979,39
09 Distrito Federal,09,009 Milpa Alta,009,Total,40-44 años,8921,329,141,122,26,22,11,6,23,8559,33
09 Distrito Federal,09,009 Milpa Alta,009,Total,45-49 años,7294,343,156,133,34,16,11,9,25,6917,34
09 Distrito Federal,09,009 Milpa Alta,009,Total,50-54 años,6175,445,220,173,51,21,5,4,13,5708,22
09 Distrito Federal,09,009 Milpa Alta,009,Total,55-59 años,4249,428,225,165,44,20,11,5,13,3808,13
09 Distrito Federal,09,009 Milpa Alta,009,Total,60-64 años,3057,435,237,168,69,18,13,14,14,2608,14
09 Distrito Federal,09,009 Milpa Alta,009,Total,65-69 años,2222,410,256,135,67,17,16,3,14,1798,14
09 Distrito Federal,09,009 Milpa Alta,009,Total,70-74 años,1795,386,254,102,69,16,15,6,13,1399,10
09 Distrito Federal,09,009 Milpa Alta,009,Total,75-79 años,1195,325,233,80,64,9,12,6,7,861,9
09 Distrito Federal,09,009 Milpa Alta,009,Total,80-84 años,778,277,182,76,70,11,10,10,10,492,9
