entidad_federativa,CVE_MUN,municipio,sexo,grupos_edad,poblacion,lengua_indigena,nolengua_indigena
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,30-34 años,1948,44,1888
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,35-39 años,2047,42,1987
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,40-44 años,2005,81,1911
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,45-49 años,1736,81,1645
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,50-54 años,1567,83,1479
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,55-59 años,1092,55,1031
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,60-64 años,826,57,765
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,65 años y más,1588,110,1474
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,03-04 años,395,0,374
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,05-09 años,1010,2,992
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,10-14 años,1207,4,1187
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,15-19 años,1347,9,1328
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,20-24 años,1168,9,1155
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,25-29 años,1018,12,1005
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,30-34 años,853,16,833
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,35-39 años,898,13,880
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,40-44 años,928,35,887
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,45-49 años,842,44,793
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,50-54 años,789,35,752
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,55-59 años,510,16,491
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,60-64 años,392,29,361
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Hombres,65 años y más,745,54,689
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,03-04 años,434,0,416
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,05-09 años,1072,3,1051
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,10-14 años,1168,3,1156
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,15-19 años,1288,7,1269
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,20-24 años,1193,11,1177
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,25-29 años,1176,9,1160
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,30-34 años,1095,28,1055
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,35-39 años,1149,29,1107
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,40-44 años,1077,46,1024
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,45-49 años,894,37,852
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,50-54 años,778,48,727
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,55-59 años,582,39,540
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,60-64 años,434,28,404
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Mujeres,65 años y más,843,56,785
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,03-04 años,693,2,685
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,05-09 años,1974,5,1962
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,10-14 años,2014,2,2002
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,15-19 años,2017,3,2013
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,20-24 años,1718,2,1712
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,25-29 años,1546,3,1541
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,30-34 años,1524,4,1519
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,35-39 años,1513,4,1509
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,40-44 años,1237,1,1233
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,45-49 años,1077,2,1074
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,50-54 años,968,5,960
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,55-59 años,769,1,764
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,60-64 años,626,1,625
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Total,65 años y más,1576,4,1566
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,03-04 años,339,2,335
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,05-09 años,1046,2,1039
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,10-14 años,1011,0,1006
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,15-19 años,1004,0,1003
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,20-24 años,820,2,816
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,25-29 años,709,0,709
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,30-34 años,710,2,707
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,35-39 años,698,1,697
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,40-44 años,593,1,589
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,45-49 años,522,1,521
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,50-54 años,467,4,460
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,55-59 años,355,0,354
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,60-64 años,321,0,321
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Hombres,65 años y más,768,2,761
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,03-04 años,354,0,350
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,05-09 años,928,3,923
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,10-14 años,1003,2,996
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,15-19 años,1013,3,1010
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,20-24 años,898,0,896
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,25-29 años,837,3,832
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,30-34 años,814,2,812
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,35-39 años,815,3,812
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,40-44 años,644,0,644
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,45-49 años,555,1,553
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,50-54 años,501,1,500
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,55-59 años,414,1,410
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,60-64 años,305,1,304
30 Veracruz de Ignacio de la Llave,112,112 Naolinco,Mujeres,65 años y más,808,2,805
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,03-04 años,176,0,175
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,05-09 años,518,5,513
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,10-14 años,490,6,482
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,15-19 años,492,4,488
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,20-24 años,395,8,384
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,25-29 años,325,15,310
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,30-34 años,311,22,289
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,35-39 años,299,19,280
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,40-44 años,239,22,217
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,45-49 años,207,16,191
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,50-54 años,164,18,146
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,55-59 años,156,20,136
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,60-64 años,109,20,89
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Total,65 años y más,347,90,257
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,03-04 años,85,0,85
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,05-09 años,274,4,270
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,10-14 años,245,4,240
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,15-19 años,249,3,246
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,20-24 años,173,3,170
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,25-29 años,145,7,138
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,30-34 años,132,10,122
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,35-39 años,148,9,139
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,40-44 años,110,8,102
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,45-49 años,102,5,97
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,50-54 años,72,7,65
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,55-59 años,78,9,69
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,60-64 años,53,10,43
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Hombres,65 años y más,158,44,114
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,03-04 años,91,0,90
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,05-09 años,244,1,243
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,10-14 años,245,2,242
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,15-19 años,243,1,242
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,20-24 años,222,5,214
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,25-29 años,180,8,172
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,30-34 años,179,12,167
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,35-39 años,151,10,141
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,40-44 años,129,14,115
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,45-49 años,105,11,94
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,50-54 años,92,11,81
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,55-59 años,78,11,67
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,60-64 años,56,10,46
30 Veracruz de Ignacio de la Llave,113,113 Naranjal,Mujeres,65 años y más,189,46,143
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,03-04 años,934,1,923
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,05-09 años,2390,5,2378
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,10-14 años,2477,3,2470
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,15-19 años,2568,7,2557
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,20-24 años,2174,17,2151
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,25-29 años,1824,14,1809
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,30-34 años,1632,15,1615
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,35-39 años,1756,27,1729
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,40-44 años,1821,48,1770
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,45-49 años,1796,67,1724
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,50-54 años,1501,74,1426
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,55-59 años,1202,93,1107
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,60-64 años,1023,100,921
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Total,65 años y más,2685,355,2324
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,03-04 años,469,0,466
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,05-09 años,1182,2,1178
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,10-14 años,1233,1,1229
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,15-19 años,1293,7,1283
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,20-24 años,1051,10,1038
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,25-29 años,826,9,816
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,30-34 años,742,8,734
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,35-39 años,805,16,789
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,40-44 años,821,29,789
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,45-49 años,871,37,832
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,50-54 años,685,37,647
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,55-59 años,560,50,510
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,60-64 años,468,45,422
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Hombres,65 años y más,1185,172,1011
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,03-04 años,465,1,457
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,05-09 años,1208,3,1200
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,10-14 años,1244,2,1241
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,15-19 años,1275,0,1274
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,20-24 años,1123,7,1113
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,25-29 años,998,5,993
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,30-34 años,890,7,881
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,35-39 años,951,11,940
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,40-44 años,1000,19,981
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,45-49 años,925,30,892
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,50-54 años,816,37,779
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,55-59 años,642,43,597
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,60-64 años,555,55,499
30 Veracruz de Ignacio de la Llave,013,013 Naranjos Amatlán,Mujeres,65 años y más,1500,183,1313
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,03-04 años,316,0,311
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,05-09 años,844,2,840
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,10-14 años,965,1,959
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,15-19 años,971,0,965
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,20-24 años,696,2,694
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,25-29 años,521,7,514
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,30-34 años,630,4,624
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,35-39 años,693,3,690
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,40-44 años,694,5,689
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,45-49 años,620,8,610
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,50-54 años,534,7,527
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,55-59 años,424,5,419
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,60-64 años,427,5,421
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Total,65 años y más,1190,21,1169
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,03-04 años,161,0,159
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,05-09 años,423,1,422
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,10-14 años,484,1,479
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,15-19 años,477,0,476
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,20-24 años,320,1,319
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,25-29 años,249,3,246
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,30-34 años,268,1,265
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,35-39 años,324,2,322
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,40-44 años,335,2,333
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,45-49 años,315,3,310
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,50-54 años,265,4,261
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,55-59 años,203,5,198
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,60-64 años,214,2,211
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Hombres,65 años y más,603,12,591
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,03-04 años,155,0,152
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,05-09 años,421,1,418
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,10-14 años,481,0,480
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,15-19 años,494,0,489
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,20-24 años,376,1,375
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,25-29 años,272,4,268
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,30-34 años,362,3,359
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,35-39 años,369,1,368
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,40-44 años,359,3,356
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,45-49 años,305,5,300
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,50-54 años,269,3,266
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,55-59 años,221,0,221
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,60-64 años,213,3,210
30 Veracruz de Ignacio de la Llave,114,114 Nautla,Mujeres,65 años y más,587,9,578
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,03-04 años,1233,44,1165
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,05-09 años,3199,144,3047
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,10-14 años,3149,173,2972
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,15-19 años,3322,172,3148
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,20-24 años,3065,154,2909
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,25-29 años,2633,154,2478
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,30-34 años,2455,143,2311
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,35-39 años,2483,144,2338
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,40-44 años,2057,127,1930
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,45-49 años,1826,129,1696
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,50-54 años,1658,96,1561
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,55-59 años,1322,76,1245
30 Veracruz de Ignacio de la Llave,115,115 Nogales,Total,60-64 años,1146,67,1078
