entidad_federativa,CVE_MUN,municipio,sexo,grupos_edad,poblacion,lengua_indigena,nolengua_indigena
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Total,50-54 años,588,476,111
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Total,55-59 años,480,391,89
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Total,60-64 años,314,240,74
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Total,65 años y más,916,760,155
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,03-04 años,381,180,199
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,05-09 años,931,526,404
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,10-14 años,1032,705,326
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,15-19 años,1133,835,298
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,20-24 años,849,664,182
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,25-29 años,614,459,155
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,30-34 años,538,423,113
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,35-39 años,538,429,108
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,40-44 años,436,352,84
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,45-49 años,350,271,79
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,50-54 años,294,230,64
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,55-59 años,255,204,51
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,60-64 años,151,111,40
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Hombres,65 años y más,467,378,89
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,03-04 años,331,162,167
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,05-09 años,948,562,385
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,10-14 años,1046,723,322
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,15-19 años,1135,848,286
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,20-24 años,873,645,227
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,25-29 años,717,542,173
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,30-34 años,626,511,115
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,35-39 años,594,478,116
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,40-44 años,471,378,90
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,45-49 años,422,353,69
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,50-54 años,294,246,47
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,55-59 años,225,187,38
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,60-64 años,163,129,34
30 Veracruz de Ignacio de la Llave,104,104 Mecayapan,Mujeres,65 años y más,449,382,66
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,03-04 años,2238,0,2158
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,05-09 años,5241,3,5192
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,10-14 años,4830,8,4804
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,15-19 años,5116,14,5074
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,20-24 años,5108,15,5074
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,25-29 años,5612,16,5580
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,30-34 años,5634,27,5592
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,35-39 años,5197,15,5163
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,40-44 años,4082,20,4043
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,45-49 años,3239,19,3210
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,50-54 años,2636,8,2620
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,55-59 años,1933,4,1924
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,60-64 años,1529,7,1515
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Total,65 años y más,3339,14,3313
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,03-04 años,1114,0,1079
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,05-09 años,2659,3,2640
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,10-14 años,2467,1,2457
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,15-19 años,2545,7,2524
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,20-24 años,2401,6,2383
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,25-29 años,2499,11,2482
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,30-34 años,2600,15,2579
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,35-39 años,2507,7,2495
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,40-44 años,1941,14,1918
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,45-49 años,1572,11,1558
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,50-54 años,1212,2,1207
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,55-59 años,952,2,948
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,60-64 años,736,6,727
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Hombres,65 años y más,1507,5,1497
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,03-04 años,1124,0,1079
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,05-09 años,2582,0,2552
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,10-14 años,2363,7,2347
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,15-19 años,2571,7,2550
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,20-24 años,2707,9,2691
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,25-29 años,3113,5,3098
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,30-34 años,3034,12,3013
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,35-39 años,2690,8,2668
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,40-44 años,2141,6,2125
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,45-49 años,1667,8,1652
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,50-54 años,1424,6,1413
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,55-59 años,981,2,976
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,60-64 años,793,1,788
30 Veracruz de Ignacio de la Llave,105,105 Medellín,Mujeres,65 años y más,1832,9,1816
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,03-04 años,192,0,191
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,05-09 años,508,1,507
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,10-14 años,553,0,553
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,15-19 años,506,1,504
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,20-24 años,353,1,352
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,25-29 años,285,1,284
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,30-34 años,333,0,333
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,35-39 años,275,0,275
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,40-44 años,223,0,223
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,45-49 años,205,0,204
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,50-54 años,166,0,166
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,55-59 años,138,0,138
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,60-64 años,137,0,137
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Total,65 años y más,292,2,290
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,03-04 años,98,0,97
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,05-09 años,278,0,278
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,10-14 años,291,0,291
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,15-19 años,255,0,254
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,20-24 años,152,1,151
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,25-29 años,131,0,131
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,30-34 años,156,0,156
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,35-39 años,113,0,113
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,40-44 años,118,0,118
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,45-49 años,90,0,90
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,50-54 años,73,0,73
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,55-59 años,68,0,68
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,60-64 años,73,0,73
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Hombres,65 años y más,128,0,128
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,03-04 años,94,0,94
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,05-09 años,230,1,229
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,10-14 años,262,0,262
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,15-19 años,251,1,250
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,20-24 años,201,0,201
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,25-29 años,154,1,153
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,30-34 años,177,0,177
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,35-39 años,162,0,162
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,40-44 años,105,0,105
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,45-49 años,115,0,114
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,50-54 años,93,0,93
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,55-59 años,70,0,70
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,60-64 años,64,0,64
30 Veracruz de Ignacio de la Llave,106,106 Miahuatlán,Mujeres,65 años y más,164,2,162
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,03-04 años,5093,28,4921
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,05-09 años,13729,86,13588
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,10-14 años,14620,124,14455
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,15-19 años,15508,144,15327
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,20-24 años,13355,182,13153
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,25-29 años,12097,216,11869
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,30-34 años,11262,274,10978
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,35-39 años,11669,367,11283
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,40-44 años,10712,424,10266
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,45-49 años,9492,404,9077
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,50-54 años,8308,438,7855
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,55-59 años,6539,471,6059
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,60-64 años,5190,404,4781
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Total,65 años y más,11657,1059,10584
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,03-04 años,2567,16,2479
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,05-09 años,6946,33,6888
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,10-14 años,7512,66,7421
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,15-19 años,7882,74,7789
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,20-24 años,6456,83,6362
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,25-29 años,5573,91,5477
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,30-34 años,5156,127,5027
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,35-39 años,5342,179,5153
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,40-44 años,5030,199,4819
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,45-49 años,4479,197,4278
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,50-54 años,4009,207,3792
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,55-59 años,3111,214,2893
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,60-64 años,2436,181,2253
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Hombres,65 años y más,5324,505,4815
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,03-04 años,2526,12,2442
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,05-09 años,6783,53,6700
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,10-14 años,7108,58,7034
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,15-19 años,7626,70,7538
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,20-24 años,6899,99,6791
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,25-29 años,6524,125,6392
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,30-34 años,6106,147,5951
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,35-39 años,6327,188,6130
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,40-44 años,5682,225,5447
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,45-49 años,5013,207,4799
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,50-54 años,4299,231,4063
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,55-59 años,3428,257,3166
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,60-64 años,2754,223,2528
30 Veracruz de Ignacio de la Llave,108,108 Minatitlán,Mujeres,65 años y más,6333,554,5769
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,03-04 años,2131,1,2115
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,05-09 años,5824,3,5806
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,10-14 años,6847,5,6832
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,15-19 años,6729,8,6712
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,20-24 años,4973,12,4956
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,25-29 años,3883,8,3872
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,30-34 años,4102,11,4089
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,35-39 años,4350,19,4326
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,40-44 años,4113,19,4088
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,45-49 años,3551,21,3527
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,50-54 años,2950,20,2925
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,55-59 años,2519,19,2497
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,60-64 años,2113,22,2087
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Total,65 años y más,5593,94,5492
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,03-04 años,1063,0,1054
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,05-09 años,2953,2,2944
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,10-14 años,3488,2,3483
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,15-19 años,3450,3,3441
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,20-24 años,2371,5,2364
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,25-29 años,1751,6,1743
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,30-34 años,1842,6,1835
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,35-39 años,1993,10,1980
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,40-44 años,1960,10,1948
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,45-49 años,1723,16,1706
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,50-54 años,1465,10,1453
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,55-59 años,1227,7,1218
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,60-64 años,1053,8,1043
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Hombres,65 años y más,2775,53,2718
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,03-04 años,1068,1,1061
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,05-09 años,2871,1,2862
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,10-14 años,3359,3,3349
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,15-19 años,3279,5,3271
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,20-24 años,2602,7,2592
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,25-29 años,2132,2,2129
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,30-34 años,2260,5,2254
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,35-39 años,2357,9,2346
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,40-44 años,2153,9,2140
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,45-49 años,1828,5,1821
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,50-54 años,1485,10,1472
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,55-59 años,1292,12,1279
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,60-64 años,1060,14,1044
30 Veracruz de Ignacio de la Llave,109,109 Misantla,Mujeres,65 años y más,2818,41,2774
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,03-04 años,594,537,46
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,05-09 años,1503,1459,42
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,10-14 años,1292,1272,17
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,15-19 años,1097,1080,15
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,20-24 años,896,886,9
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,25-29 años,734,725,8
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,30-34 años,614,609,4
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,35-39 años,544,538,6
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,40-44 años,405,403,2
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,45-49 años,415,413,2
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,50-54 años,356,356,0
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,55-59 años,302,301,1
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,60-64 años,231,231,0
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Total,65 años y más,521,520,1
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,03-04 años,297,273,16
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,05-09 años,783,759,22
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,10-14 años,632,623,7
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,15-19 años,543,534,8
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,20-24 años,427,422,4
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,25-29 años,360,358,2
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,30-34 años,322,318,3
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,35-39 años,279,276,3
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,40-44 años,206,206,0
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,45-49 años,201,200,1
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,50-54 años,175,175,0
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,55-59 años,141,140,1
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,60-64 años,120,120,0
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Hombres,65 años y más,252,252,0
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,03-04 años,297,264,30
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,05-09 años,720,700,20
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,10-14 años,660,649,10
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,15-19 años,554,546,7
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,20-24 años,469,464,5
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,25-29 años,374,367,6
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,30-34 años,292,291,1
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,35-39 años,265,262,3
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,40-44 años,199,197,2
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,45-49 años,214,213,1
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,50-54 años,181,181,0
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,55-59 años,161,161,0
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,60-64 años,111,111,0
30 Veracruz de Ignacio de la Llave,110,110 Mixtla de Altamirano,Mujeres,65 años y más,269,268,1
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,03-04 años,595,1,578
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,05-09 años,1427,2,1424
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,10-14 años,1662,4,1656
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,15-19 años,1832,10,1818
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,20-24 años,1449,2,1447
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,25-29 años,1227,6,1221
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,30-34 años,1066,5,1060
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,35-39 años,1076,3,1072
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,40-44 años,996,8,988
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,45-49 años,857,10,847
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,50-54 años,720,10,710
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,55-59 años,663,10,653
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,60-64 años,497,14,483
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Total,65 años y más,1092,42,1050
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,03-04 años,312,1,304
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,05-09 años,735,0,734
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,10-14 años,846,4,841
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,15-19 años,924,5,916
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,20-24 años,693,0,693
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,25-29 años,540,0,540
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,30-34 años,491,1,489
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,35-39 años,499,1,497
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,40-44 años,463,5,458
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,45-49 años,407,7,400
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,50-54 años,352,5,347
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,55-59 años,308,5,303
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,60-64 años,262,6,256
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Hombres,65 años y más,533,25,508
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,03-04 años,283,0,274
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,05-09 años,692,2,690
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,10-14 años,816,0,815
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,15-19 años,908,5,902
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,20-24 años,756,2,754
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,25-29 años,687,6,681
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,30-34 años,575,4,571
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,35-39 años,577,2,575
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,40-44 años,533,3,530
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,45-49 años,450,3,447
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,50-54 años,368,5,363
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,55-59 años,355,5,350
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,60-64 años,235,8,227
30 Veracruz de Ignacio de la Llave,111,111 Moloacán,Mujeres,65 años y más,559,17,542
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,03-04 años,829,0,790
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,05-09 años,2082,5,2043
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,10-14 años,2375,7,2343
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,15-19 años,2635,16,2597
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,20-24 años,2361,20,2332
30 Veracruz de Ignacio de la Llave,206,206 Nanchital de Lázaro Cárdenas del Río,Total,25-29 años,2194,21,2165
